WHO_REGION,UNICEF_REGION,WBINCOME_LONG_STATUS,WHO_LEGAL_STATUS_TITLE,DEVELOPMENT_STATUS,COVAX_STATUS,COUNTRYNAME,ISO_3_CODE,DATE,UNPOP,VACCINE_NAME,NUMBER_TARGET,N_VACC_LAST_DOSE,N_VACC_DOSE1,PARTIALLY_VACCINATED,NOT_VACCINATED,PERSONS_VACCINATED_1PLUS_DOSE_PER100,TOTAL_VACCINATIONS_PER100
,,,,,,"China, Province of Taiwan",TWN,2022-11,23893394,Unknown Vaccine,,,,,,,
,,,,,,"China, Province of Taiwan",TWN,2022-11,23893394,Medigen - MVC-COV1901,,952456,1009638,57182,,4.225594739700856,3.986273360745652
,,,,,,"China, Province of Taiwan",TWN,2022-11,23893394,Moderna - Spikevax,,4813581,4774962,-38619,,19.98444423592563,20.146074684910815
,,,,,,"China, Province of Taiwan",TWN,2022-11,23893394,Pfizer BioNTech - Comirnaty,,6206146,7274916,1068770,,30.447394790375952,25.974317420120393
,,,,,,"China, Province of Taiwan",TWN,2022-11,23893394,AstraZeneca - Vaxzevria,,7161549,8071727,910178,,33.78225378947838,29.972924733924366
,,,Territory or Area,,,Pitcairn,PCN,2022-11,,Moderna - Spikevax,,0,9,9,,,
,,,Territory or Area,,,Pitcairn,PCN,2022-11,,AstraZeneca - Vaxzevria,,37,46,9,,,
AFR,ESARO,High income,Member State,Developing,No,Seychelles,SYC,2022-09,107118,Beijing CNBG - BBIBP-CorV,,,,,,,
AFR,ESARO,High income,Member State,Developing,No,Seychelles,SYC,2022-09,107118,Gamaleya - Gam-Covid-Vac,,,,,,,
AFR,ESARO,High income,Member State,Developing,No,Seychelles,SYC,2022-09,107118,Pfizer BioNTech - Comirnaty,,,,,,,
AFR,ESARO,High income,Member State,Developing,No,Seychelles,SYC,2022-09,107118,SII - Covishield,,,,,,,
AFR,ESARO,Low income,Member State,Least developed,AMC,Ethiopia,ETH,2022-07,123379924,AstraZeneca - Vaxzevria,,,,,,,
AFR,ESARO,Low income,Member State,Least developed,AMC,Ethiopia,ETH,2022-07,123379924,Beijing CNBG - BBIBP-CorV,,,,,,,
AFR,ESARO,Low income,Member State,Least developed,AMC,Ethiopia,ETH,2022-07,123379924,Janssen - Ad26.COV 2-S,,,,,,,
AFR,ESARO,Low income,Member State,Least developed,AMC,Ethiopia,ETH,2022-07,123379924,Pfizer BioNTech - Comirnaty,,,,,,,
AFR,ESARO,Low income,Member State,Least developed,AMC,Madagascar,MDG,2022-07,29611714,AstraZeneca - Vaxzevria,,,,,,,
AFR,ESARO,Low income,Member State,Least developed,AMC,Madagascar,MDG,2022-07,29611714,Beijing Minhai - KCONVAC,,,,,,,
AFR,ESARO,Low income,Member State,Least developed,AMC,Madagascar,MDG,2022-07,29611714,Janssen - Ad26.COV 2-S,,,,,,,
AFR,ESARO,Low income,Member State,Least developed,AMC,Madagascar,MDG,2022-07,29611714,Pfizer BioNTech - Comirnaty,,,,,,,
AFR,ESARO,Low income,Member State,Least developed,AMC,Madagascar,MDG,2022-07,29611714,SII - Covishield,,,,,,,
AFR,ESARO,Low income,Member State,Least developed,AMC,Mozambique,MOZ,2021-06,32077072,Beijing CNBG - BBIBP-CorV,,97028,153321,56293,,0.477976917593975,0.302483967364602
AFR,ESARO,Low income,Member State,Least developed,AMC,Mozambique,MOZ,2021-06,32077072,SII - Covishield,,223514,240913,17399,,0.751044234960099,0.696802999974561
AFR,ESARO,Low income,Member State,Least developed,AMC,Zambia,ZMB,2022-06,20017675,AstraZeneca - Vaxzevria,,,,,,,
AFR,ESARO,Low income,Member State,Least developed,AMC,Zambia,ZMB,2022-06,20017675,Beijing CNBG - BBIBP-CorV,,,,,,,
AFR,ESARO,Low income,Member State,Least developed,AMC,Zambia,ZMB,2022-06,20017675,Janssen - Ad26.COV 2-S,,,,,,,
AFR,ESARO,Low income,Member State,Least developed,AMC,Zambia,ZMB,2022-06,20017675,Moderna - Spikevax,,,,,,,
AFR,ESARO,Low income,Member State,Least developed,AMC,Zambia,ZMB,2022-06,20017675,Pfizer BioNTech - Comirnaty,,,,,,,
AFR,ESARO,Lower middle income,Member State,Developing,AMC,Eswatini,SWZ,2022-08,1201670,AstraZeneca - Vaxzevria,,,,,,,
AFR,ESARO,Lower middle income,Member State,Developing,AMC,Eswatini,SWZ,2022-08,1201670,Janssen - Ad26.COV 2-S,,,,,,,
AFR,ESARO,Lower middle income,Member State,Developing,AMC,Eswatini,SWZ,2022-08,1201670,Pfizer BioNTech - Comirnaty,,,,,,,
AFR,ESARO,Lower middle income,Member State,Developing,AMC,Kenya,KEN,2021-04,53005614,AstraZeneca - Vaxzevria,,,884858,884858,,1.669366569359993,
AFR,ESARO,Lower middle income,Member State,Least developed,AMC,Angola,AGO,2022-03,35588987,Moderna - Spikevax,,147492,896632,749140,,2.519408602442098,0.414431576824595
AFR,ESARO,Lower middle income,Member State,Least developed,AMC,Angola,AGO,2022-03,35588987,Unknown Vaccine,,222572,355520,132948,,0.998960717819813,0.62539571581512
AFR,ESARO,Lower middle income,Member State,Least developed,AMC,Angola,AGO,2022-03,35588987,Janssen - Ad26.COV 2-S,,403311,403311,0,,1.133246641720935,1.133246641720935
AFR,ESARO,Lower middle income,Member State,Least developed,AMC,Angola,AGO,2022-03,35588987,AstraZeneca - Vaxzevria,,1618491,3155371,1536880,,8.866144462049453,4.547729891834235
AFR,ESARO,Lower middle income,Member State,Least developed,AMC,Angola,AGO,2022-03,35588987,Beijing CNBG - BBIBP-CorV,,1753967,3286178,1532211,,9.233693558066152,4.928398214874731
AFR,ESARO,Lower middle income,Member State,Least developed,AMC,Angola,AGO,2022-03,35588987,Pfizer BioNTech - Comirnaty,,1981304,3702825,1721521,,10.404412466137348,5.567182904082097
AFR,ESARO,Lower middle income,Member State,Least developed,AMC,Comoros,COM,2021-04,821625,Beijing CNBG - BBIBP-CorV,,,43140,43140,,5.250570515746235,
AFR,ESARO,Lower middle income,Member State,Least developed,AMC,Lesotho,LSO,2022-04,2305825,AstraZeneca - Vaxzevria,,,,,,,
AFR,ESARO,Lower middle income,Member State,Least developed,AMC,Lesotho,LSO,2022-04,2305825,Janssen - Ad26.COV 2-S,,,,,,,
AFR,ESARO,Lower middle income,Member State,Least developed,AMC,Lesotho,LSO,2022-04,2305825,Moderna - Spikevax,,,,,,,
AFR,ESARO,Lower middle income,Member State,Least developed,AMC,Lesotho,LSO,2022-04,2305825,Pfizer BioNTech - Comirnaty,,,,,,,
AFR,ESARO,Lower middle income,Member State,Least developed,AMC,United Republic of Tanzania,TZA,2022-04,65497748,Beijing CNBG - BBIBP-CorV,,,,,,,
AFR,ESARO,Lower middle income,Member State,Least developed,AMC,United Republic of Tanzania,TZA,2022-04,65497748,Janssen - Ad26.COV 2-S,,,,,,,
AFR,ESARO,Lower middle income,Member State,Least developed,AMC,United Republic of Tanzania,TZA,2022-04,65497748,Moderna - Spikevax,,,,,,,
AFR,ESARO,Lower middle income,Member State,Least developed,AMC,United Republic of Tanzania,TZA,2022-04,65497748,Pfizer BioNTech - Comirnaty,,,,,,,
AFR,ESARO,Upper middle income,Member State,Developing,Self-financing,Botswana,BWA,2022-03,2630296,Unknown Vaccine,,1292541,1454775,162234,,55.30841395797279,49.14051498386494
AFR,MENA,Lower middle income,Member State,Developing,AMC,Algeria,DZA,2022-03,44903225,Unknown Vaccine,,191251,208147,16896,,0.463545769819428,0.425918182936749
AFR,MENA,Lower middle income,Member State,Developing,AMC,Algeria,DZA,2022-03,44903225,Beijing CNBG - BBIBP-CorV,,256873,297939,41066,,0.663513589502758,0.572059133837269
AFR,MENA,Lower middle income,Member State,Developing,AMC,Algeria,DZA,2022-03,44903225,Janssen - Ad26.COV 2-S,,370474,370474,0,,0.825049871139545,0.825049871139545
AFR,MENA,Lower middle income,Member State,Developing,AMC,Algeria,DZA,2022-03,44903225,AstraZeneca - Vaxzevria,,675048,770278,95230,,1.715417990578628,1.503339682172049
AFR,MENA,Lower middle income,Member State,Developing,AMC,Algeria,DZA,2022-03,44903225,Sinovac - CoronaVac,,4653532,5834439,1180907,,12.993362948875053,10.363469438999092
AFR,WCARO,Low income,Member State,Least developed,AMC,Guinea,GIN,2021-09,13531906,Janssen - Ad26.COV 2-S,,,173060,173060,,1.278903356260382,
AFR,WCARO,Low income,Member State,Least developed,AMC,Niger,NER,2022-01,26207977,AstraZeneca - Vaxzevria,,,,,,,
AFR,WCARO,Low income,Member State,Least developed,AMC,Niger,NER,2022-01,26207977,Janssen - Ad26.COV 2-S,,,,,,,
AFR,WCARO,Low income,Member State,Least developed,AMC,Niger,NER,2022-01,26207977,Pfizer BioNTech - Comirnaty,,,,,,,
AFR,WCARO,Low income,Member State,Least developed,AMC,Niger,NER,2022-01,26207977,Wuhan CNBG - Inactivated,,,,,,,
AFR,WCARO,Lower middle income,Member State,Developing,AMC,Côte d'Ivoire,CIV,2021-11,27478249,Janssen - Ad26.COV 2-S,,135672,,,,,0.493743251253018
AFR,WCARO,Lower middle income,Member State,Developing,AMC,Côte d'Ivoire,CIV,2021-11,27478249,Beijing CNBG - BBIBP-CorV,,201888,654407,452519,,2.38154549076253,0.734719304712611
AFR,WCARO,Lower middle income,Member State,Developing,AMC,Côte d'Ivoire,CIV,2021-11,27478249,Pfizer BioNTech - Comirnaty,,469935,910058,440123,,3.311921367333122,1.710207226086349
AFR,WCARO,Lower middle income,Member State,Developing,AMC,Côte d'Ivoire,CIV,2021-11,27478249,AstraZeneca - Vaxzevria,,547731,1468763,921032,,5.345184112714023,1.99332570281316
AFR,WCARO,Lower middle income,Member State,Least developed,AMC,Benin,BEN,2022-03,13352864,Unknown Vaccine,,,47716,47716,,0.357346558760727,
AFR,WCARO,Lower middle income,Member State,Least developed,AMC,Benin,BEN,2022-03,13352864,AstraZeneca - Vaxzevria,,30379,93694,63315,,0.701677183261958,0.227509244458717
AFR,WCARO,Lower middle income,Member State,Least developed,AMC,Benin,BEN,2022-03,13352864,Moderna - Spikevax,,81481,162715,81234,,1.218577527637517,0.61021365903225
AFR,WCARO,Lower middle income,Member State,Least developed,AMC,Benin,BEN,2022-03,13352864,Pfizer BioNTech - Comirnaty,,139855,380216,240361,,2.84744905662186,1.047378300265771
AFR,WCARO,Lower middle income,Member State,Least developed,AMC,Benin,BEN,2022-03,13352864,Sinovac - CoronaVac,,176232,288232,112000,,2.158578114777474,1.319806747076882
AFR,WCARO,Lower middle income,Member State,Least developed,AMC,Benin,BEN,2022-03,13352864,Janssen - Ad26.COV 2-S,,2092615,2092615,0,,15.671656657328343,15.671656657328343
AFR,WCARO,Lower middle income,Member State,Least developed,AMC,Mauritania,MRT,2021-05,4614974,AstraZeneca - Vaxzevria,,9492,155420,145928,,3.367732949308057,0.205678298512624
AFR,WCARO,Lower middle income,Member State,Least developed,AMC,Senegal,SEN,2021-06,16876720,Beijing CNBG - BBIBP-CorV,,96823,172851,76028,,1.024197829910077,0.573707450262847
AFR,WCARO,Lower middle income,Member State,Least developed,AMC,Senegal,SEN,2021-06,16876720,AstraZeneca - Vaxzevria,,111004,384160,273156,,2.276271692603776,0.65773444128954
AMR,,High income,Territory or Area,Developing,,Bermuda,BMU,2021-07,64185,AstraZeneca - Vaxzevria,,37,113,76,,0.176053595076731,0.057645867414505
AMR,,High income,Territory or Area,Developing,,Bermuda,BMU,2021-07,64185,Pfizer BioNTech - Comirnaty,,40011,42079,2068,,65.55893121445821,62.33699462491236
AMR,,High income,Territory or Area,Developing,,Cayman Islands,CYM,2022-07,68706,Beijing CNBG - BBIBP-CorV,,,,,,,
AMR,,High income,Territory or Area,Developing,,Cayman Islands,CYM,2022-07,68706,Pfizer BioNTech - Comirnaty,,,,,,,
AMR,Dev,High income,Member State,Developed economy,No,United States of America,USA,2022-08,338289857,Janssen - Ad26.COV 2-S,,,,,,,
AMR,Dev,High income,Member State,Developed economy,No,United States of America,USA,2022-08,338289857,Moderna - Spikevax,,,,,,,
AMR,Dev,High income,Member State,Developed economy,No,United States of America,USA,2022-08,338289857,Pfizer BioNTech - Comirnaty,,,,,,,
AMR,Dev,High income,Member State,Developed economy,No,United States of America,USA,2022-08,338289857,Unknown Vaccine,,,,,,,
AMR,Dev,High income,Member State,Developed economy,Self-financing,Canada,CAN,2022-07,38454327,AstraZeneca - Vaxzevria,,,,,,,
AMR,Dev,High income,Member State,Developed economy,Self-financing,Canada,CAN,2022-07,38454327,Janssen - Ad26.COV 2-S,,,,,,,
AMR,Dev,High income,Member State,Developed economy,Self-financing,Canada,CAN,2022-07,38454327,Medicago - Covifenz,,,,,,,
AMR,Dev,High income,Member State,Developed economy,Self-financing,Canada,CAN,2022-07,38454327,Moderna - Spikevax,,,,,,,
AMR,Dev,High income,Member State,Developed economy,Self-financing,Canada,CAN,2022-07,38454327,Novavax-NUVAXOVID,,,,,,,
AMR,Dev,High income,Member State,Developed economy,Self-financing,Canada,CAN,2022-07,38454327,Pfizer BioNTech - Comirnaty,,,,,,,
AMR,Dev,High income,Member State,Developed economy,Self-financing,Canada,CAN,2022-07,38454327,SII - Covishield,,,,,,,
AMR,Dev,High income,Member State,Developed economy,Self-financing,Canada,CAN,2022-07,38454327,Unknown Vaccine,,,,,,,
AMR,LACRO,,Territory or Area,Developing,,Anguilla,AIA,2022-09,15857,AstraZeneca - Vaxzevria,,,,,,,
AMR,LACRO,,Territory or Area,Developing,,Anguilla,AIA,2022-09,15857,Pfizer BioNTech - Comirnaty,,,,,,,
AMR,LACRO,High income,Territory or Area,Developing,,British Virgin Islands,VGB,2021-05,31122,AstraZeneca - Vaxzevria,,5949,11917,5968,,38.291240922819874,19.115095430884903
AMR,LACRO,High income,Member State,Developing,Self-financing,Antigua and Barbuda,ATG,2021-12,93219,Gamaleya - Sputnik-Light,,200,217,17,,0.232785161823233,0.214548536242611
AMR,LACRO,High income,Member State,Developing,Self-financing,Antigua and Barbuda,ATG,2021-12,93219,Janssen - Ad26.COV 2-S,,1182,1182,0,,1.267981849193834,1.267981849193834
AMR,LACRO,High income,Member State,Developing,Self-financing,Antigua and Barbuda,ATG,2021-12,93219,Pfizer BioNTech - Comirnaty,,12458,14872,2414,,15.95382915500059,13.364228322552268
AMR,LACRO,High income,Member State,Developing,Self-financing,Antigua and Barbuda,ATG,2021-12,93219,AstraZeneca - Vaxzevria,,45111,45237,126,,48.52766067003508,48.39249509220223
AMR,LACRO,High income,Member State,Developing,Self-financing,Bahamas,BHS,2022-08,409984,AstraZeneca - Vaxzevria,,,,,,,
AMR,LACRO,High income,Member State,Developing,Self-financing,Bahamas,BHS,2022-08,409984,Janssen - Ad26.COV 2-S,,,,,,,
AMR,LACRO,High income,Member State,Developing,Self-financing,Bahamas,BHS,2022-08,409984,Pfizer BioNTech - Comirnaty,,,,,,,
AMR,LACRO,High income,Member State,Developing,Self-financing,Barbados,BRB,2022-09,281635,AstraZeneca - Vaxzevria,,,,,,,
AMR,LACRO,High income,Member State,Developing,Self-financing,Barbados,BRB,2022-09,281635,Beijing CNBG - BBIBP-CorV,,,,,,,
AMR,LACRO,High income,Member State,Developing,Self-financing,Barbados,BRB,2022-09,281635,Janssen - Ad26.COV 2-S,,,,,,,
AMR,LACRO,High income,Member State,Developing,Self-financing,Barbados,BRB,2022-09,281635,Pfizer BioNTech - Comirnaty,,,,,,,
AMR,LACRO,High income,Member State,Developing,Self-financing,Barbados,BRB,2022-09,281635,SII - Covishield,,,,,,,
AMR,LACRO,High income,Member State,Developing,Self-financing,Chile,CHL,2022-09,19603733,AstraZeneca - Vaxzevria,,,,,,,
AMR,LACRO,High income,Member State,Developing,Self-financing,Chile,CHL,2022-09,19603733,CanSino - Convidecia,,,,,,,
AMR,LACRO,High income,Member State,Developing,Self-financing,Chile,CHL,2022-09,19603733,Janssen - Ad26.COV 2-S,,,,,,,
AMR,LACRO,High income,Member State,Developing,Self-financing,Chile,CHL,2022-09,19603733,Moderna – Spikevax Bivalent Original/Omicron BA.1,,,,,,,
AMR,LACRO,High income,Member State,Developing,Self-financing,Chile,CHL,2022-09,19603733,Pfizer BioNTech - Comirnaty,,,,,,,
AMR,LACRO,High income,Member State,Developing,Self-financing,Chile,CHL,2022-09,19603733,Sinovac - CoronaVac,,,,,,,
AMR,LACRO,High income,Member State,Developing,Self-financing,Panama,PAN,2022-08,4408581,AstraZeneca - Vaxzevria,,,,,,,
AMR,LACRO,High income,Member State,Developing,Self-financing,Panama,PAN,2022-08,4408581,Pfizer BioNTech - Comirnaty,,,,,,,
AMR,LACRO,High income,Member State,Developing,Self-financing,Saint Kitts and Nevis,KNA,2021-04,47606,AstraZeneca - Vaxzevria,,,12570,12570,,26.40423476032433,
AMR,LACRO,High income,Member State,Developing,Self-financing,Trinidad and Tobago,TTO,2021-08,1525663,Pfizer BioNTech - Comirnaty,,213,26714,26501,,1.750976460725599,0.013961143450421
AMR,LACRO,High income,Member State,Developing,Self-financing,Trinidad and Tobago,TTO,2021-08,1525663,AstraZeneca - Vaxzevria,,88238,119647,31409,,7.842295447946237,5.783583923841635
AMR,LACRO,High income,Member State,Developing,Self-financing,Trinidad and Tobago,TTO,2021-08,1525663,Beijing CNBG - BBIBP-CorV,,309241,364187,54946,,23.870736853420446,20.26928620540709
AMR,LACRO,High income,Member State,Developing,Self-financing,Uruguay,URY,2022-09,3422794,AstraZeneca - Vaxzevria,,,,,,,
AMR,LACRO,High income,Member State,Developing,Self-financing,Uruguay,URY,2022-09,3422794,Pfizer BioNTech - Comirnaty,,,,,,,
AMR,LACRO,High income,Member State,Developing,Self-financing,Uruguay,URY,2022-09,3422794,Sinovac - CoronaVac,,,,,,,
AMR,LACRO,Lower middle income,Member State,Developing,AMC,Bolivia (Plurinational State of),BOL,2022-08,12224110,Beijing CNBG - BBIBP-CorV,,,,,,,
AMR,LACRO,Lower middle income,Member State,Developing,AMC,Bolivia (Plurinational State of),BOL,2022-08,12224110,Gamaleya - Gam-Covid-Vac,,,,,,,
AMR,LACRO,Lower middle income,Member State,Developing,AMC,Bolivia (Plurinational State of),BOL,2022-08,12224110,Janssen - Ad26.COV 2-S,,,,,,,
AMR,LACRO,Lower middle income,Member State,Developing,AMC,Bolivia (Plurinational State of),BOL,2022-08,12224110,Moderna - Spikevax,,,,,,,
AMR,LACRO,Lower middle income,Member State,Developing,AMC,Bolivia (Plurinational State of),BOL,2022-08,12224110,Pfizer BioNTech - Comirnaty,,,,,,,
AMR,LACRO,Lower middle income,Member State,Developing,AMC,Bolivia (Plurinational State of),BOL,2022-08,12224110,SII - Covishield,,,,,,,
AMR,LACRO,Lower middle income,Member State,Developing,AMC,El Salvador,SLV,2022-07,6336392,AstraZeneca - Vaxzevria,,,,,,,
AMR,LACRO,Lower middle income,Member State,Developing,AMC,El Salvador,SLV,2022-07,6336392,Beijing CNBG - BBIBP-CorV,,,,,,,
AMR,LACRO,Lower middle income,Member State,Developing,AMC,El Salvador,SLV,2022-07,6336392,Moderna - Spikevax,,,,,,,
AMR,LACRO,Lower middle income,Member State,Developing,AMC,El Salvador,SLV,2022-07,6336392,Pfizer BioNTech - Comirnaty,,,,,,,
AMR,LACRO,Lower middle income,Member State,Developing,AMC,El Salvador,SLV,2022-07,6336392,Sinovac - CoronaVac,,,,,,,
AMR,LACRO,Lower middle income,Member State,Developing,AMC,Honduras,HND,2022-07,10432860,AstraZeneca - Vaxzevria,,,,,,,
AMR,LACRO,Lower middle income,Member State,Developing,AMC,Honduras,HND,2022-07,10432860,Gamaleya - Sputnik-Light,,,,,,,
AMR,LACRO,Lower middle income,Member State,Developing,AMC,Honduras,HND,2022-07,10432860,Janssen - Ad26.COV 2-S,,,,,,,
AMR,LACRO,Lower middle income,Member State,Developing,AMC,Honduras,HND,2022-07,10432860,Moderna - Spikevax,,,,,,,
AMR,LACRO,Lower middle income,Member State,Developing,AMC,Honduras,HND,2022-07,10432860,Pfizer BioNTech - Comirnaty,,,,,,,
AMR,LACRO,Lower middle income,Member State,Developing,AMC,Nicaragua,NIC,2021-12,6850540,Gamaleya - Sputnik-Light,,,1509545,1509545,,22.035416186169265,
AMR,LACRO,Lower middle income,Member State,Developing,AMC,Nicaragua,NIC,2021-12,6850540,Janssen - Ad26.COV 2-S,,,750,750,,0.010948042052159,
AMR,LACRO,Lower middle income,Member State,Developing,AMC,Nicaragua,NIC,2021-12,6850540,Finlay - Soberana Plus,,25260,,,,,0.368730056316728
AMR,LACRO,Lower middle income,Member State,Developing,AMC,Nicaragua,NIC,2021-12,6850540,Unknown Vaccine,,34317,863969,829652,,12.61169192501613,0.500938612138605
AMR,LACRO,Lower middle income,Member State,Developing,AMC,Nicaragua,NIC,2021-12,6850540,Pfizer BioNTech - Comirnaty,,48214,89044,40830,,1.299809941989975,0.703798532670417
AMR,LACRO,Lower middle income,Member State,Developing,AMC,Nicaragua,NIC,2021-12,6850540,SII - Covishield,,167750,167750,0,,2.448712072332984,2.448712072332984
AMR,LACRO,Lower middle income,Member State,Developing,AMC,Nicaragua,NIC,2021-12,6850540,Finlay - Soberana-02,,191338,504080,312742,,7.358252050203342,2.793035293568098
AMR,LACRO,Lower middle income,Member State,Developing,AMC,Nicaragua,NIC,2021-12,6850540,Gamaleya - Gam-Covid-Vac,,228000,228000,0,,3.328204783856455,3.328204783856455
AMR,LACRO,Lower middle income,Member State,Developing,AMC,Nicaragua,NIC,2021-12,6850540,AstraZeneca - Vaxzevria,,927787,1565087,637300,,22.84618438838398,13.543268121929074
AMR,LACRO,Lower middle income,Member State,Least developed,AMC,Haiti,HTI,2021-11,11447569,Janssen - Ad26.COV 2-S,,,341,341,,0.002978798380687,
AMR,LACRO,Lower middle income,Member State,Least developed,AMC,Haiti,HTI,2021-11,11447569,Moderna - Spikevax,,66330,117303,50973,,1.024697907477125,0.579424330178748
AMR,LACRO,NA,Member State,Developing,Self-financing,Venezuela (Bolivarian Republic of),VEN,2021-11,28199867,Finlay - Soberana-02,,12743,329140,316397,,1.167168625298836,0.045188156383858
AMR,LACRO,NA,Member State,Developing,Self-financing,Venezuela (Bolivarian Republic of),VEN,2021-11,28199867,Unknown Vaccine,,47890,52345,4455,,0.185621442824535,0.169823495976063
AMR,LACRO,NA,Member State,Developing,Self-financing,Venezuela (Bolivarian Republic of),VEN,2021-11,28199867,Sinovac - CoronaVac,,402121,629123,227002,,2.230943145937532,1.425967718216543
AMR,LACRO,NA,Member State,Developing,Self-financing,Venezuela (Bolivarian Republic of),VEN,2021-11,28199867,Gamaleya - Sputnik-Light,,3886456,4087345,200889,,14.49419956484192,13.781823864630285
AMR,LACRO,NA,Member State,Developing,Self-financing,Venezuela (Bolivarian Republic of),VEN,2021-11,28199867,Beijing CNBG - BBIBP-CorV,,7306985,13295566,5988581,,47.147619526006984,25.911416532567337
AMR,LACRO,Upper middle income,Member State,Developing,AMC,Dominica,DMA,2022-09,72737,AstraZeneca - Vaxzevria,,,,,,,
AMR,LACRO,Upper middle income,Member State,Developing,AMC,Dominica,DMA,2022-09,72737,Beijing CNBG - BBIBP-CorV,,,,,,,
AMR,LACRO,Upper middle income,Member State,Developing,AMC,Dominica,DMA,2022-09,72737,Moderna - Spikevax,,,,,,,
AMR,LACRO,Upper middle income,Member State,Developing,AMC,Dominica,DMA,2022-09,72737,Pfizer BioNTech - Comirnaty,,,,,,,
AMR,LACRO,Upper middle income,Member State,Developing,AMC,Grenada,GRD,2021-09,124610,Pfizer BioNTech - Comirnaty,,4154,10981,6827,,8.812294358398201,3.333600834603964
AMR,LACRO,Upper middle income,Member State,Developing,AMC,Grenada,GRD,2021-09,124610,AstraZeneca - Vaxzevria,,20400,23554,3154,,18.90217478533023,16.37107776261937
AMR,LACRO,Upper middle income,Member State,Developing,AMC,Guyana,GUY,2022-08,808726,CanSino - Ad5-nCoV-IH,,,,,,,
AMR,LACRO,Upper middle income,Member State,Developing,AMC,Guyana,GUY,2022-08,808726,Janssen - Ad26.COV 2-S,,,,,,,
AMR,LACRO,Upper middle income,Member State,Developing,AMC,Guyana,GUY,2022-08,808726,Moderna - Spikevax,,,,,,,
AMR,LACRO,Upper middle income,Member State,Developing,AMC,Guyana,GUY,2022-08,808726,Pfizer BioNTech - Comirnaty,,,,,,,
AMR,LACRO,Upper middle income,Member State,Developing,AMC,Saint Lucia,LCA,2021-06,179651,AstraZeneca - Vaxzevria,,3129,2663,-466,,1.482318495304785,1.741710316112908
AMR,LACRO,Upper middle income,Member State,Developing,AMC,Saint Vincent and the Grenadines,VCT,2022-07,103948,AstraZeneca - Vaxzevria,,,,,,,
AMR,LACRO,Upper middle income,Member State,Developing,AMC,Saint Vincent and the Grenadines,VCT,2022-07,103948,Gamaleya - Gam-Covid-Vac,,,,,,,
AMR,LACRO,Upper middle income,Member State,Developing,AMC,Saint Vincent and the Grenadines,VCT,2022-07,103948,Gamaleya - Sputnik-Light,,,,,,,
AMR,LACRO,Upper middle income,Member State,Developing,AMC,Saint Vincent and the Grenadines,VCT,2022-07,103948,Pfizer BioNTech - Comirnaty,,,,,,,
AMR,LACRO,Upper middle income,Member State,Developing,Self-financing,Argentina,ARG,2022-05,45510318,AstraZeneca - Vaxzevria,,,,,,,
AMR,LACRO,Upper middle income,Member State,Developing,Self-financing,Argentina,ARG,2022-05,45510318,Beijing CNBG - BBIBP-CorV,,,,,,,
AMR,LACRO,Upper middle income,Member State,Developing,Self-financing,Argentina,ARG,2022-05,45510318,CanSino - Convidecia,,,,,,,
AMR,LACRO,Upper middle income,Member State,Developing,Self-financing,Argentina,ARG,2022-05,45510318,Gamaleya - Gam-Covid-Vac,,,,,,,
AMR,LACRO,Upper middle income,Member State,Developing,Self-financing,Argentina,ARG,2022-05,45510318,Moderna - Spikevax,,,,,,,
AMR,LACRO,Upper middle income,Member State,Developing,Self-financing,Argentina,ARG,2022-05,45510318,Pfizer BioNTech - Comirnaty,,,,,,,
AMR,LACRO,Upper middle income,Member State,Developing,Self-financing,Argentina,ARG,2022-05,45510318,SII - Covishield,,,,,,,
AMR,LACRO,Upper middle income,Member State,Developing,Self-financing,Belize,BLZ,2022-09,405272,AstraZeneca - Vaxzevria,,,,,,,
AMR,LACRO,Upper middle income,Member State,Developing,Self-financing,Belize,BLZ,2022-09,405272,Beijing CNBG - BBIBP-CorV,,,,,,,
AMR,LACRO,Upper middle income,Member State,Developing,Self-financing,Belize,BLZ,2022-09,405272,Janssen - Ad26.COV 2-S,,,,,,,
AMR,LACRO,Upper middle income,Member State,Developing,Self-financing,Belize,BLZ,2022-09,405272,Pfizer BioNTech - Comirnaty,,,,,,,
AMR,LACRO,Upper middle income,Member State,Developing,Self-financing,Brazil,BRA,2022-09,215313498,AstraZeneca - Vaxzevria,,,,,,,
AMR,LACRO,Upper middle income,Member State,Developing,Self-financing,Brazil,BRA,2022-09,215313498,Janssen - Ad26.COV 2-S,,,,,,,
AMR,LACRO,Upper middle income,Member State,Developing,Self-financing,Brazil,BRA,2022-09,215313498,Pfizer BioNTech - Comirnaty,,,,,,,
AMR,LACRO,Upper middle income,Member State,Developing,Self-financing,Brazil,BRA,2022-09,215313498,Sinovac - CoronaVac,,,,,,,
AMR,LACRO,Upper middle income,Member State,Developing,Self-financing,Colombia,COL,2022-08,51874024,AstraZeneca - Vaxzevria,,,,,,,
AMR,LACRO,Upper middle income,Member State,Developing,Self-financing,Colombia,COL,2022-08,51874024,Janssen - Ad26.COV 2-S,,,,,,,
AMR,LACRO,Upper middle income,Member State,Developing,Self-financing,Colombia,COL,2022-08,51874024,Moderna - Spikevax,,,,,,,
AMR,LACRO,Upper middle income,Member State,Developing,Self-financing,Colombia,COL,2022-08,51874024,Pfizer BioNTech - Comirnaty,,,,,,,
AMR,LACRO,Upper middle income,Member State,Developing,Self-financing,Colombia,COL,2022-08,51874024,Sinovac - CoronaVac,,,,,,,
